Restaurant_Name,Recommendations_content
Blue Wave Argentinian Cuisine,"['All About Empanadas', 'Asian Seafood', 'Florida Fit Meals', 'Cuisine Lakay', 'Ricco Latin Kitchen', ""Jon Jovonni's Pollo A La Brasa"", 'Veronica’s Restaurant', ""Aladin's Grill"", 'The Best Restaurant', 'Taqueria El Pelon']"
Bluefire Grille,"['COBBSTERS KITCHEN & BAR', 'Strike 10 Bowling Sports Lounge Arcade', 'Acapulco Mexican Restaurant', ""Wolf's Steakhouse"", 'Mainstay Tavern', 'Bold City Grill', 'Wormburner’s Grill & Bar', 'Fiesta Bar&Grill', 'Topside at the Beacon', 'Bamboo Island Bar']"
Blues & BBQ,"['The Brisket Shoppe', 'Kr’s Burger', 'World Famous of Hollywood', 'North Jetty Grille', 'Local Provisions', 'Eat In Chips', 'Main Course Tampa', 'Blues & BBQ', 'La Place BBQ', 'Olive U Mediterranean Grill Uptown']"
Bluwave Lobster House,"[""Snapper's Fish & Chicken"", 'Okeechobee Prime Seafood', 'Captain Crab - 49th St.', 'Hooks Fish & Chicken', 'Hot N Crazy Crab', ""Cosse's Place"", 'La Gloria Mexican Restaurant-Pinellas Park', 'Zanzibar Greek & American Food', 'Pizza Bella', ""Antonio's House of Pizza""]"
BoVine Steakhouse,"[""Oli's Fashion Cuisine"", 'Bridges Restaurant', 'Golden Bear Grill', 'Restaurant Italiano', 'Embers Wood Grill', 'Acapulco Mexican Restaurant', 'Bitterroot', 'The Library - inspired by the George Peabody Library', 'Bluefire Grille', ""Maggiano's Little Italy""]"
Boat Run Oyster Co.,"['Loft Restaurant and Tiki bar', 'Caribbean Zone', 'High Dive Seafare & Spirits', 'Ceviche Bowl', 'Sak Pase Restaurant', 'Shunk Gulley Oyster Bar', '83 West & 29 North at 83 West', 'Antojos Boricuas II', ""Danny's Kitchen"", ""Stoner's Pizza Joint""]"
Boathouse at Student Union,"['Katch Mobile', ""Toni's Pizza"", '900º Pizza and Pasta', 'Los primos del sabor 809', 'Three Generations Food Truck', 'Blasys Pizzeria', 'Hibachi On The Go', 'Hole in the Wall Pizza. (and other delicious things)', 'Creole Bakery Restaurant', 'The Chicken Spot']"
Bob Evans,"[""EJ's Bayfront Cafe"", ""Tiffany's"", ""Hoot's Breakfast & Lunch"", 'Largo Family Restaurant', 'Mamas Kitchen', 'Sunnyside Grill', 'South Cape Diner and Breakfast Restaurant', 'Briarpatch Restaurant', ""Fred's Market Restaurant"", 'Goblin Market']"
Boca Fresca,"['Boca Fresca', 'Jazz Thai', 'Asian invasion', 'Wu’s Kitchen & Wines', 'Khaosan Road Coral Gables', 'Kotobuki Asian Cuisine', 'Le Bon Gout Restaurant', 'Pad Thai Cafe', 'MOCA Asian Cuisine', 'Kreyol kitchen']"
Bodega Olé,"['Punch Bowl Social Miami -- CLOSED', ""Lombardi's Seafood Café"", 'Ceviche Bowl', 'CNR Cafe & Pizzeria', 'PAPA LLAMA', ""Captain Jim's Seafood Market & Restaurant"", 'Calle23 Miami', 'Cheffrey Eats', 'Justins Caribbean Fusion Restaurant', 'R bistro']"
Bodrum Restaurant,"['13 Gypsies', 'La Crema Tapas & Chocolate', ""Millie's Restaurant & Catering"", 'Happy Vegan Bakers Café', 'Pane E Vino Italian Restaurant, Deli & Bakery', ""Cristino's Coal Oven Pizza"", 'Goblin Market', 'Positano Ristorante', ""Christopher's Kitchen"", 'Villagio']"
Bohio Latino,"['Los Amigos Cafe', 'Casa Carlos Restaurant', 'Mercedes Coffee Shop', 'Nuevo Amanecer Cafe', 'Rincon Cubano Of Cape Coral', 'Cafe La Carreta', ""Jacob B's Family Restaurant"", 'Marys Little T Restaurant', ""Brester's Coney Island"", ""Jazzy's Diner""]"
Bojangles,"['Del Taco', 'Hooters', ""Bojangles' Famous Chicken 'n Biscuits"", 'BurgerFi', 'The Mossfire Grill', 'BrewBurgers', 'Waffle House', 'PDQ Restaurant', ""Rodie's"", 'Latin Bowl Restaurant - Brandon']"
Bojangles' Famous Chicken 'n Biscuits,"['Mr Gyros Wings & Grill', 'Golden Drumstick', 'Hurricane BTW', 'Arepa Santa Barbara', ""Pepito's"", ""Grumpy's Restaurant"", 'Krystal - Closed', 'The Porkupine Pub', 'L&E Fine Cooking', 'Sandwich King']"
Bolay,"[""Moe's Southwest Grill"", '10x vegan', 'Diced', 'The Habit Burger Grill', 'Falafel Grill - Mediterranean Cuisine', ""Yoon's Spoon"", 'Equilibre Healthy Food', ""Jean's Jamaican Restaurant"", 'Island Flavor Cafe', 'Fitlife Foods Wesley Chapel']"
Bold City Grill,"['Fiesta Bar&Grill', 'Mainstay Tavern', 'Topside at the Beacon', 'Wormburner’s Grill & Bar', 'Strike 10 Bowling Sports Lounge Arcade', 'COBBSTERS KITCHEN & BAR', 'Bluefire Grille', 'Bamboo Island Bar', ""Wolf's Steakhouse"", ""Edison's Lab Restaurant and Bar""]"
Bolly Twist,"['Bolly Twist', 'MOCA Asian Cuisine', 'Jazz Thai', 'Wu’s Kitchen & Wines', 'Le Bon Gout Restaurant', 'Kotobuki Asian Cuisine', 'Pad Thai Cafe', 'King Kabab', 'Fit4u Healthy Food & More', 'Yum Yum Chinese Take Out']"
Bombay Bistro,"[""India's Grill Authentic Indian Cuisines Brandon"", 'Namaste Miami Indian Cuisine', 'Taste of Curry', 'Ay Jalisco', 'Basil Thai Restaurant', 'Ootoya Sushi Lounge Thornton Park', 'SEABAR Modern Pacific Fare', 'Malabar Indian Restaurant And Bar', ""Khon's on Palafox"", 'Lazeez Cuisine']"
Bombay Grill,"['Taste of Curry', 'Saalan Restaurant', 'Ahmed Indian Grill & Restaurant', 'Jerusalem Restaurant', 'Aapna Parivaar', 'Izgara Middle Eastern Cuisine', 'Lazeez Cuisine', 'Simply Indian', 'Sus Hi Eatstation - UF', 'Asian Taste Restaurant']"
Bon Appetit Grill,"['West Mowry Restaurant', 'Antilles Cuisine', ""Sterlin's Paradise"", 'Reflexion Restaurant', ""Sabine's Gout Creole"", 'Horace Bakery & Restaurant', 'Family Cuisine Of Tampa LLC', 'Friendly & Amigo Restaurant', 'JBANGER SOUL Food', ""Nin's 5 Tacos""]"
Bon Appetit Restaurant & 727 Lounge,"['Serie 49 Restaurants and Bar', 'Bon Appetit Restaurant & 727 Lounge', 'Empanadas tia pina / comida venezuela', ""VIDAL'S GRILL ( tu sabor boricua)"", 'Paradise Cove Grill & Seafood', 'La Chiquita', 'Isla Del Encanto', 'Paseo Universitario', 'SB&B Seafood Market Bar & Grill LLC', 'Pizza Italia Miami']"
Bonefish Grill,"['Outback Steakhouse', 'Los Magueyes Crystal River', ""Miller's Ale House"", 'Northwest Grille', ""Bonefish Mac's Sports Grille"", ""Pizzalley's Chianti Room"", 'Cantina Laredo', 'B Square Burgers', 'Smokey Bones', 'Monarcas Authentic Mexican Cuisine Bar & Grill']"
Bonefish Mac's Sports Grille,"['Provisions & Buzz Co.', 'Quarterdeck Restaurants', 'The Lodge', 'Salt Life Food Shack', ""Rooney's"", ""Miller's Ale House"", ""Carrabba's Italian Grill"", 'Smokey Bones', ""Dick's Wings and Grill Argyle"", ""Pizzalley's Chianti Room""]"
Bongo's Bar and Grill,"['The Standard Cuisine & Cocktails', ""Pete & Shorty's Iowa Bistro"", 'The Pub @ Magnolia Point GCC', 'The Winghouse of Wesley Chapel', 'Beech', 'The Burg Bar & Grill', 'JC Tin Cup Grill', 'Bar Louie - I-Drive', 'Sanford Pizza Company', 'Waterstone Rum Bar & Grill']"
Bonjour French Bakery Weston,"['Sugar Cubed', 'Great American Cookies', 'Bagel Boyz Stuart', 'Crispers', 'Brooklyn Water Bagel', 'Donuts To Go', ""Marlee's Cupcakery"", 'SweetGem Cupcakes', ""Menchie's Frozen Yogurt"", ""Makeb's Bagels""]"
Bonjour Vietnam,"['A Bit of Saigon', 'Pholicious Vietnamse Rice Noodle Soup', 'Phở Charlotte', 'Pholicious, Inc.', 'Absolute Thai Cafe (Valparaiso)', 'Snay Thai', 'Hot Kim Chi', 'Cocoa Beach Thai & Sushi', 'Tasty Pho', 'Mini Pita Mediterranean Cafe']"
Bono's Pit Bar-B-Q,"['Callahan Barbecue', 'Jin Jin King', 'Pho Golden Palace Vietnamese Restaurant', 'Palace Pizza', 'Wasabi Sushi & Grill', 'Jin Jin Chinese Restaurant', 'Imperial Dynasty Chinese and Japanese Cuisine', 'Keke’s Breakfast Cafe', 'Jimbos Pit Bar BQ', 'Cedar River Seafood']"
Bonzouti Resturant,"['Ocho Rios Jamaican Restaurant', 'Louis Pappas Fresh Greek, Trinity', 'Antojitos Catrachos movil', 'Hawaiian Poke Taco', 'Greek To Go', 'Fresh & Nice Caribbean Cuisine', 'Sushi Bento', 'Saxsay', 'El Ventorrillo Bistro', 'Pho Taste']"
Bosco's Italian To Go,"[""Poppy's Pizza"", 'Five Star Pizza-Kissimmee', 'FANTASY Pizza', ""Sassano's Pizza"", ""Sicilia's Pizza - Italian New York Style Pizza"", ""Sam's Pizza"", ""Mama Mia's Pizza"", 'Pizza Bella', ""Anthony's Deli, Pizzeria, and Bakery"", 'Gold Pizza Coffee']"
Boss Cow Oyster Bar,"['The Hidden Crab', 'The Crab House International Winter Haven', 'Casa Del Mar Cevicheria Ecuatoriana', 'Riverside Express Seafood', 'Crafty Crab North Monroe', '145F SEAFOOD BOIL', 'Yummy crab juicy seafood', 'The Oar House and Oyster Bar', 'Polo Crab House LLC', 'Conchman Conway Llc']"
Boston Market,"['Hot Dog Heaven', ""Gianni's NY Pizza"", 'Hot Head Burritos', 'Blue Highway a Pizzeria', ""Ben's Kosher Delicatessen Restaurant & Caterers"", 'Bolay', 'Green Leaf Kitchen', 'Golden Krust Caribbean Restaurant', ""Cub's Crawfish"", ""Captain D's""]"
Boteco,"[""AJ's Grayton Beach"", 'Orale Mexican Restaurant', 'Fonda Sabaneta', 'Social restaurant and grill', 'El Mariachi Restaurant - Mexican & Cuban Cuisine', ""Hammerhead Fred's"", ""Grimaldi's Pizzeria"", ""Randy's Restaurant & Lounge"", 'Fishtales On 33rd', 'Yellow Dog Eats']"
Bowl Thai & Sushi Restaurant,"['Lan Lamoon Authentic Thai Bistro', 'Kazoku Restaurant', 'Holi Indian Grill ( A Flavor Of Joy )', 'Pho 54 & Grill', 'Cocoa Beach Thai & Sushi', 'Kalbi Ichiban', 'Pho 95 Vietnamese cuisine', 'Viet Thai Kitchen', 'Dragon Court', 'Ohana Cafe']"
Bradford's Collision Center Llc,"['University Collision Center', 'Florida Body Shop Inc', 'Make It Happen Automotive, llc', 'B & B Auto Body', 'The Vette Smith', ""Gene's Auto Frame & Towing"", 'BC Automotive', ""Jorge's Paint & Body Shop"", 'Scratch Car Automotive Paint Repair Specialist', 'East Coast Automotive Services']"
Bradleys Family Restaurant,"[""Sammie's Paradise Subs"", ""Odaly's Delight Café"", ""Chuchy's Cafe"", 'Maple Street Biscuit Company- Tioga', 'La Jalapeña Restaurant', 'Cheese to Share', ""Pepo's Cuban Cafe"", 'Sunrise grill & pizza restaurant', ""Bojangles' Famous Chicken 'n Biscuits"", 'Pollos & Jarras']"
Braseros's Restaurant and Bar,"['Augustines 1812 house', 'Pavarotti’s Pizza & Restaurant', 'Marcelina’s', 'Vara grill', ""Angelino's Italian Bistro Bar & Pizzaria"", 'CAFE VICO RESTAURANT OCEAN', 'Mozzarita', ""Valentino's Italian Cuisine"", 'The Pampa Grill', ""Manny's Cucina Napoletana""]"
Brasserie Honoré,"['Claire’s Creperie', 'Esquina Criolla', 'Mercado 31 Estacionamiento', 'Majestic Ash Lounge and Southern Spice', ""Abbe's Donut Shop"", 'Sweet Alchemy Confectionery', 'Pastel Brazil Cafe', 'Vicky Bakery', 'Sazón Tropical Cafe', 'Latin Cuban Cafeteria']"
Bravo Pizza North Miami Beach,"[""Nick's Tomato Pie"", 'H2 Kitchen + Pizzeria', 'The Pizza Den Of The Forest', ""Bala's Pizza"", 'Banana River Market', 'La Pizza Nostra', 'Joe Daddys Pizza', 'Nexus Pizza', ""Mama Sue's Pizza and Wings"", 'Eagles Pizza']"
Bread and Roses Food Cooperative,"['Fitlife Foods Plantation', 'Fitlife Foods Brandon', ""Joseph's Organic Bakery"", 'Tepuy Market, Juice and Coffee Bar', 'Nutrition Solutions', 'Jamaica Herbal Health Food Store and Juice Bar', 'Beast Coast Nutrition', 'AthleticsFit Healthy Meal plans service delivery to your door', 'Fitlife Foods Fort Lauderdale', 'LNB GROVESTAND']"
Breeze Ocean Kitchen,"['Stone House Neighborhood Grill', 'The Hangout by Two Guys', 'Lazy Turtle RiverFront Grill & Tiki Bar', 'Midtown Caboose', 'Los Magueyes Crystal River', ""Winston's Bar & Grill"", 'Casa Linda', 'Shibuya Sushi Art WESTON', 'Paradise Food & Bar', ""Gator's Dockside Oviedo""]"
Brenda's Wings And Things,"['TASTY SHOP', 'Sharkys', 'Taco Wings N Things', 'Wings Hut', ""Zaxby's Chicken Fingers & Buffalo Wings"", 'THE RITERO BURGER 🍔', ""Huey Magoo's Chicken Tenders - Coral Springs"", 'The Wing Spot', 'El Korita', 'Asados El Paisa Broward']"
Brester's Coney Island,"['Marys Little T Restaurant', ""Jacob B's Family Restaurant"", ""Jazzy's Diner"", 'The Grand Havana Kitchen', ""Brester's Coney Island"", 'Nuevo Amanecer Cafe', 'Los Paraguas', ""Kelley's Lunch Box LLC."", 'Tia Cacha Cafe', ""Capio's Cafe""]"
BrewBurgers,"['BurgerFi', 'Fuddruckers', 'PDQ Restaurant', 'Del Taco', 'Bojangles', 'South Philly Cheesesteaks', 'Little Greek Fresh Grill', 'El Toque Latin Restaurant', 'Johnny Rockets', 'Sunrise grill & pizza restaurant']"
Briarpatch Restaurant,"['Goblin Market', 'The Ivy House Restaurant', 'The Cheesecake Factory', 'Bob Evans', 'Country Boy Restaurant', 'Poppies Cafe & Bakery', 'Napolinos', ""Angelo's Seafood Restaurant"", ""Tiffany's"", 'Southern Charm Cafe']"
Brickery's Grill,"[""J's Asian Street Food"", 'Asian Express', ""Wong's Chinese Restaurant"", 'Bend the Bao', ""Mei's Kitchen"", 'Teriyaki Express', 'El mazorcazo', ""J.R's Flamin Grill BAR B Q"", 'Wimbos', 'Pastamarket']"
Bridges Restaurant,"['Restaurant Italiano', ""Oli's Fashion Cuisine"", 'Bitterroot', 'The Library - inspired by the George Peabody Library', 'Golden Bear Grill', ""Waxin's"", 'C Level Grill', 'The Edward Ball Dining Room@ Wakulla Springs', ""Marino's Italian Restaurant"", 'Estiatorio Ornos a Michael Mina Restaurant']"
Bright Ice,"[""Rita's Italian Ice & Frozen Custard"", 'Cold Stone Creamery', 'Marble Slab Creamery', 'Carvel', 'Twistee Treat Pinellas Park', 'CUBAN CAFE', 'Cieladitos', 'Jackson Bros ice cream', ""Menchie's Frozen Yogurt"", 'The Greenery Creamery Sanford']"
Brimstone Woodfire Grill,"['North Beach Fish Camp', ""Harvey's 4th Street Grill"", ""Flounder's Chowder House"", 'Ruby Tuesday', ""Flanigan's Seafood Bar and Grill"", ""Chili's Grill & Bar"", ""Rooney's"", 'V Pizza & SideCar - Gainesville', 'Smokey Bones', 'Peacock Garden']"
Brioche Cafe & Bakery,"[""Woodsby's Countryside Cafe"", 'Secret Garden Cafe', ""Grandma Sally's"", 'Country Angels', 'Lake Alfred Diner Inc', 'Largo Family Restaurant', 'The Seed', 'Mamas Kitchen', 'Kountry Korner Restaurant', 'Ole Times Country Buffet']"
Broadway Cafe,"['Belkuchy’s Place Restaurant , Cafeteria & Hand Car Wash', 'Delicious Latino Restaurant', 'Casa Prado Restaurant Miami', 'Pirulin Cafe', 'Crisp Eatery and Bar', 'Restaurante Colombiano', 'Sabor Cubano Cafeteria', 'El Castillo Inc', 'Esencias Cafe', ""David's Place""]"
Broadway Sandwich Shop,"['High Tide', '6th Street Deli', ""Mr. Beefy's subs and more"", 'El Valle Hondumex Restaurant', 'Open Seas Paellas Españolas', 'The Honey Baked Ham Company', 'The Pampa Grill', 'JC AND JCjr Cafeteria Cubana', 'Ralph’s Burger & Sandwich Shop', 'Tortilleria Mexicana']"
Brooklyn Dough With A Hole,"['Tyrone Restaurant', 'Tango 3 Coffee', 'Café Aroma', 'The Seed', 'The Blind Tiger Cafe - Ybor City - Coffee Shop', ""Woodsby's Countryside Cafe"", 'Starbucks', 'Metro Deli & Cafe', 'Wrap & Pour', 'Coffee Ave']"
Brooklyn Water Bagel,"['Stuff a Bagel', 'Einstein Bros. Bagels', ""Makeb's Bagels"", 'SweetGem Cupcakes', 'Bagel Boyz Stuart', 'Sugar Cubed', 'Bonjour French Bakery Weston', 'Donuts To Go', 'Krispy Kreme', 'Nuts 4 Donuts']"
Brown Bagger Food Truck,"['El Sabor Ponceño', 'Slicers Hoagies', ""Lorene's Fish House"", ""Cheche's Burger"", '900º Pizza and Pasta', 'Brown Bagger Food Truck', ""Toni's Pizza"", 'Burger Bros Pc', 'Jbs cheesesteaks sunrise', 'Los primos del sabor 809']"
Bru’s Room Wings N Things,"['The Lodge', 'Hooters', 'Smokey Bones', ""Beef 'O' Brady's"", 'The Old Salty Dog Siesta Key', 'Red Robin Gourmet Burgers and Brews', ""Harpoon Harry's"", 'Bar Louie - I-Drive', ""Duffy's Sports Grill"", ""Bonefish Mac's Sports Grille""]"
Bubba Gump Shrimp Co.,"['Chart House', 'Hawkers Asian Street Food', 'Mellow Mushroom Port Orange', ""Johnny's Italian Restaurant"", 'Pisco Y Nazca Ceviche Gastrobar', 'Havana 1957 Cuban Cuisine Ocean Drive', 'Bahama Breeze', 'Buffalo Wild Wings', 'Wahoo Seafood Grill', ""Caddy's Treasure Island""]"
Bubba's 33,"[""Ford's Garage"", 'Burntwood Tavern', 'Arepa Santa Barbara', ""Walk-On's Sports Bistreaux - Lakeland"", ""Manny's Cucina Napoletana"", ""Grumpy's Restaurant"", ""Sassano's Pizza"", 'El Palenque Pizzería Cubana', ""Bojangles' Famous Chicken 'n Biscuits"", 'L&E Fine Cooking']"
Buckets Eatery,"['City Cafe of Jacksonville LLC', 'Omega Deli Restaurant', 'Willow’s Cafe', ""Eli's Cafe"", 'Guatelinda Restaurant', 'Harborview Cafe', 'DORAL CAFE', 'Happy Vegan Bakers Café', ""Granpappy's"", ""Nancy's Good N Fast""]"
Buckingham Farms,"[""Grandma Sally's"", 'Secret Garden Cafe', 'Cedar River Seafood', 'Lake Alfred Diner Inc', ""Woodsby's Countryside Cafe"", 'Country Angels', 'Mamas Kitchen', 'Largo Family Restaurant', 'Southern Charm Cafe', 'Ole Times Country Buffet']"
Bucks Crepes,"['BurBowl', 'Malabar Indian Restaurant And Bar', 'Juan-A-Taco and Cerveza', ""India's Grill Authentic Indian Cuisines Brandon"", 'Pinchers', 'El Melvin Cocina Mexicana', 'Vish Hummus Hollywood', 'Meat Market Steakhouse Tampa', 'Ay Jalisco', 'Lo de Lea Argentinean Grill']"
Buenos Aires Bistro - Coral Gables,"['Lo de Lea Argentinean Grill', 'Ay Jalisco', ""Grimaldi's Pizzeria"", 'FIESTA CANCUN MEXICAN RESTAURANT *NOW OPEN* We want to bring you the true feeling of Mexico. We are a family owned business.', 'The Twisted Crab Edison -Seafood&Bar', 'Que Pasa Mexican Kitchen', 'Malabar Indian Restaurant And Bar', 'Ceviche Mix- Winter Garden', 'Fire Spot Mexican Bar & Grill', 'El Catrín Mexican Grill']"
Buffalo Wild Wings,"['Mellow Mushroom Port Orange', ""Beef 'O' Brady's"", 'Sports Grill Sunset', ""Duffy's Sports Grill"", 'V Pizza & Flask&Cannon - Jax Beach', 'Bubba Gump Shrimp Co.', ""Pizzalley's Chianti Room"", 'Smokey Bones', ""Hammerhead Fred's"", 'Hurricane Grill & Wings']"
Bull & Bush,"['THAT BAR AT THE ARENA', 'Champions Florida Sport Bar & Complex', 'Winners Circle Sportsbar & Grill', ""Perry Lynn's"", 'World of Beer', 'Burgunbarrel', 'The Brass Tap', 'Friendly Tavern', 'Players Sports Pub', 'The Clevelander Bar']"
Bulla King Bakery,"['C & C Eatery', 'Bulla King Bakery', 'Phoenix Eatery', 'Restaurante Los Hernandez', 'Mi Tierra Restaurant', 'El Sabor Latino', ""Mulligan's Bar and Grill"", ""JB's Seafood"", 'A Taste Of Miami', 'Caribbean Kitchen 305']"
BurBowl,"['Tijuana Flats', 'El Catrín Mexican Grill', 'Beach Bites & Burgers', 'Beachcomber St. Augustine', 'FIESTA CANCUN MEXICAN RESTAURANT *NOW OPEN* We want to bring you the true feeling of Mexico. We are a family owned business.', 'Cucina Italiana Dania Beach', 'Pieology Pizzeria Pembroke Pines', 'MOOYAH Burgers, Fries & Shakes', 'Pinchers', 'Fire Spot Mexican Bar & Grill']"
Burger Barn Fresh Burgers & Shakes,"['Montreal Grill', 'Las Canas American & Latin Cuisine', 'Taste Of Soul', 'Pizza Time Plus', 'Choices Cafe', ""BD'S Mongolian Grill"", 'Los Rumberos Restaurant', 'Mofongo Tripleta Pinchos', 'Burger Barn Fresh Burgers & Shakes', 'Full Plate']"
Burger Bros Pc,"['El Sabor Ponceño', 'Slicers Hoagies', ""Lorene's Fish House"", ""Cheche's Burger"", '900º Pizza and Pasta', 'Brown Bagger Food Truck', ""Toni's Pizza"", 'Burger Bros Pc', 'Jbs cheesesteaks sunrise', 'Los primos del sabor 809']"
Burger Craze,"['Wicked Wings & Things', 'Johnny Rockets', 'Captain Crab - 49th St.', 'Junior Colombian Burger - South Kirkman Road', ""Guthrie's"", 'Five Guys', 'Cinco De Mayo', 'Habaneros Mexican Grill', 'BurgerFi', ""Gator's Dockside Lake Mary""]"
Burger King,"[""Wendy's"", ""Hardee's"", ""Steak 'n Shake"", 'Whataburger', ""McDonald's"", ""McDonald's - NEW LOCATION (next to Walgreen's) NOW OPEN"", 'Pao Pao Fast Food', 'Chimi churri donde el primo #2', 'Checkers', 'Dairy Queen Grill & Chill']"
Burger-ish Bar & Grill,"[""Gator's Dockside Oviedo"", 'Fridays', 'Be Near Me Restaurant and Bar', 'Mainstay Tavern', ""Wolf's Steakhouse"", 'Bamboo Island Bar', 'The Angry Warthog Saloon', 'The Hangout by Two Guys', 'Strike 10 Bowling Sports Lounge Arcade', 'Fiesta Bar&Grill']"
BurgerFi,"['Five Guys', 'The Habit Burger Grill', 'Fuddruckers', 'Del Taco', 'PDQ Restaurant', 'Chicken Kitchen', 'Johnny Rockets', 'BrewBurgers', ""Church's Chicken"", 'Shake Shack']"
Burgunbarrel,"['nomad@sean rush', 'Copper Shaker', 'Bull & Bush', ""Enzo's Hideaway Tunnel Bar"", 'World of Beer', 'Annata Wine Bar', 'Mocha Cafe and Lounge', ""Perry Lynn's"", 'Winners Circle Sportsbar & Grill', 'Tomorrowland Miami']"
Burntwood Tavern,"['Lakeside Cafe', ""Ford's Garage"", ""Sage by Chef's Kitchen"", 'Golden Spoon Diner & Seafood', 'International Plaza', ""King's Corner"", ""Tailwind's"", 'Cafe Delanie', 'Little Hall Express', 'The Pinery']"
Burrito Social,"['Comadres', 'Osaka Sushi & Thai Restaurant', ""Chuy's"", 'Metro Diner', 'El Patio Restaurant', 'Mr. Tequila Authentic Mexican Restaurant', ""Lolo's Surf Cantina"", ""Stefano's Family Restaurant"", '800 Degrees Woodfired Kitchen', 'Heritage Springs Country Club Home']"
C & C Eatery,"['C & C Eatery', 'Bulla King Bakery', 'Phoenix Eatery', 'Restaurante Los Hernandez', 'Mi Tierra Restaurant', 'El Sabor Latino', ""Mulligan's Bar and Grill"", ""JB's Seafood"", 'A Taste Of Miami', 'Caribbean Kitchen 305']"
C Level Grill,"[""Applebee's Grill + Bar"", ""Oli's Fashion Cuisine"", 'The Cheesecake Factory', 'Bridges Restaurant', 'Jabbers Bar & Grill', ""Manny's Original Chophouse- Haines City"", ""Maggiano's Little Italy"", 'DB Pickles', 'Golden Bear Grill', ""Bascom's Chop House""]"
C4Eats,"[""Yoshi's Izakaya"", ""Poppo's Taqueria Outpost"", 'Yuppie Bowls', 'Uber Wings', ""Pacino's Pizzeria"", 'Guarapo Juice Bar & Cafe NoMi', 'Lottawatta Lodge', ""Yen's Kitchen"", ""Ike's Love & Sandwiches"", 'PAPA LLAMA']"
CAFE VICO RESTAURANT OCEAN,"['Pavarotti’s Pizza & Restaurant', 'BOTTA Italian Street Food', 'Tropics Restaurant', 'ti bamboo caribbean restaurant and lounge', 'Esmeralda Restaurant', ""Braseros's Restaurant and Bar"", 'Augustines 1812 house', 'The Butcher Block Kitchen', 'Winter Springs Seafood Station', 'Las Reinas#3 Restaurante']"
